"appendicitis","peritonitis"
"spasm","opisthotonus"
"comatose","hyperglycemia"
"fibrillation","angina"
"anoxia","ataxia"
"snoring","ethanol"
"ataxia","constipation"
"dizziness","atenolol"
"herpes","cholestasis"
"nystagmus","incontinence"
"leukopenia","bleomycin"
"erythromycin","allopurinol"
"constipation","calan"
"torticollis","erythromycin"
"anosmia","digoxin"
"fibrillation","cardiomyopathies"
"mycoses","meningitis"
"parasitemia","malaria"
"hepatomegaly","hepatosplenomegaly"
"meningitis","tuberculosis"
"penicillin","cefazolin"
"mannitol","tylenol"
"uremia","aspirin"
"hyperthyroidism","osteoporosis"
"acetylcysteine","adenosine"
"septicemia","dyspnea"
"meningitis","headache"
"neuropathy","syphilis"
"hemoptysis","coumadin"
"thromboembolism","syncope"
"hernias","dementia"
"cefepime","bacitracin"
"ketonuria","starvation"
"smallpox","vaccinia"
"hypersomnolence","snoring"
"bleomycin","antabuse"
"influenza","pneumoniae"
"hematemesis","vomiting"
"calamine","bleomycin"
"convulsion","ethanol"
"thalassemia","tremor"
"dizziness","vertigo"
"cardiomyopathies","syncope"
"snoring","loperamide"
"uremia","nausea"
"blepharospasm","bedwetting"
"toothache","ataxia"
"hemophilia","thromboembolism"
"erythema","dilantin"
"sleeplessness","agitation"
"nocturia","ethanol"
"bronchitis","loperamide"
"clubbing","constipation"
"vasculitis","convulsion"
"hemicrania","tylenol"
"headache","tylenol"
"encephalitis","headache"
"metatarsalgia","toothache"
"hypoproteinemia","hunger"
"convulsion","epilepsy"
"epilepsy","anosmia"
"clubbing","garlic"
"rheumatism","sleeplessness"
"tuberculosis","hemoptysis"
"hernia","goiter"
"histoplasmosis","prednisolone"
"psoriasis","spasm"
"meningitis","meningism"
"torticollis","spasm"
"zoonosis","babesiosis"
"psoriasis","arthritis"
"rheumatism","prednisolone"
"comatose","cataracts"
"dyspnea","agitation"
"anovulation","torticollis"
"syncope","atenolol"
"comatose","anoxia"
"proteinuria","diabetes"
"starvation","anorexia"
"pallor","weakness"
"epilepsy","alcohol"
"infertility","anovulation"
"osteoporosis","cardiomyopathy"
"allergy","meningism"
"cataracts","pancreatitis"
"hemochromatosis","polyuria"
"hemochromatosis","anosmia"
"drooling","chills"
"levaquin","avelox"
"tiredness","hypersomnolence"
"bandemia","nausea"
"myopathy","trembling"
"arteriosclerosis","cholestyramine"
"dyslipidemia","iron"
"dysuria","cipro"
"dyslipidemia","hyperlipidemia"
"thrombocytopenia","arthritis"
"arthralgia","pain"
"diarrhea","colchicine"
"obesity","diabetes"
"flatulence","halitosis"
"overeating","malnutrition"
"bandemia","meningism"
"catatonia","lethargy"
"anemia","coumadin"
"fibrillation","calamine"
"syncope","weakness"
"diabetes","psoriasis"
"herpes","hyperthyroidism"
"goiter","scleroderma"
"dermatomyositis","myopathy"
"bronchitis","pneumonia"
"ketonuria","insulin"
"thromboembolism","hemoptysis"
"otitis","meningism"
"uremia","hypersomnolence"
"hyperthyroidism","seizures"
"atherosclerosis","toothache"
"erythema","tremor"
"arthritis","rheumatism"
"hepatitis","hepatomegaly"
"proteinuria","lisinopril"
"hernias","earache"
"thalassemia","iron"
"isosorbide","toprol"
"hyperemesis","nausea"
"carboplatin","cisplatin"
"myositis","myopathy"
"albumin","heparin"
"neuropathy","insulin"
"aphonia","mittelschmerz"
"photosensitization","aphonia"
"cardiomyopathy","angina"
"anosmia","aphonia"
"dyslipidemia","lipitor"
"hyperacusis","aphonia"
"agitation","morphine"
"hypothyroidism","tiredness"
"anosmia","catch"
"mycosis","pain"
"weakness","paresis"
"weakness","cortisone"
"hyperextension","bacitracin"
"cataracts","insulin"
"atenolol","toprol"
"hyperemesis","carboplatin"
"cefaclor","cefoxitin"
"infertility","carboplatin"
"neuropathy","constipation"
"pancreatitis","cataract"
"encephalitis","meningitis"
"cirrhosis","hematemesis"
"colchicine","prednisolone"
"starvation","mittelschmerz"
"appendicitis","cefazolin"
"hemoptysis","hematemesis"
"hyperoxia","anoxia"
"ethanol","alcohol"
"giardiasis","mannerism"
"tuberculosis","clubbing"
"enalapril","lisinopril"
"polydipsia","polyuria"
"grimaces","hemiballismus"
"chills","snoring"
"angina","dyspnea"
"rhonchi","rales"
"clonus","spasm"
"pneumoniae","weakness"
"glaucoma","headache"
"pallor","aspirin"
"epilepsy","phenobarbital"
"dehydration","syncope"
"headache","flushing"
"snoring","stridor"
"schistosomiasis","parasitemia"
"rabies","acne"
"cirrhosis","anemia"
"nocturia","diabetes"
"hyperacusis","bleomycin"
"virilization","drooling"
"pallor","iron"
"thromboembolism","heparin"
"seizures","dilantin"
"overeating","seizures"
"dizziness","ethanol"
"dyspnea","penicillin"
"photopsia","headache"
"arthralgia","tylenol"
"hepatitis","hematemesis"
"thrombocytopenia","heartburn"
