"uremia","pyorrhea"
"hypothyroidism","infertility"
"fibrillation","cardiomyopathies"
"hemicrania","headache"
"hyperextension","hunger"
"hyperthyroidism","seizures"
"dyslipidemia","cholestyramine"
"dyslipidemia","activase"
"cluttering","nitroglycerine"
"leukopenia","cefaclor"
"cortisone","adenosine"
"reticulocytosis","hematemesis"
"appendicitis","cefazolin"
"starvation","cisplatin"
"dehydration","dysentery"
"hemoptysis","hematemesis"
"thalassemia","hemoglobinopathy"
"flushing","iron"
"arthralgia","tylenol"
"hernias","dementia"
"otitis","meningism"
"allergy","meningism"
"hemiplegia","headache"
"dyspnea","cyanosis"
"anosmia","constipation"
"photosensitization","dermatitis"
"hypoproteinemia","hunger"
"anosmia","aphonia"
"esmolol","amiodarone"
"clonus","spasm"
"clubbing","constipation"
"seizures","calamine"
"dysentery","esmolol"
"tuberculosis","hemoptysis"
"anemia","coumadin"
"chills","snoring"
"nausea","vomiting"
"cefepime","bacitracin"
"tiredness","hypersomnolence"
"snoring","stridor"
"hemochromatosis","polyuria"
"neuropathy","syphilis"
"gastroenteritis","cromolyn"
"dyspnea","penicillin"
"earache","crowning"
"osteoporosis","prednisolone"
"medrol","prednisolone"
"penicillin","cefazolin"
"erythema","tremor"
"asthma","urolithiasis"
"infertility","blepharospasm"
"colchicine","prednisolone"
"pneumoniae","septicemia"
"infertility","fibrillation"
"osteoporosis","cardiomyopathy"
"plague","cholestyramine"
"polydipsia","polyuria"
"dysuria","cipro"
"bronchitis","pneumonia"
"diarrhea","colchicine"
"syphilis","gonorrhea"
"calamine","bleomycin"
"isosorbide","toprol"
"vasculitis","convulsion"
"ketonuria","starvation"
"angina","corkscrewing"
"diarrhea","cefaclor"
"neuropathy","diabetes"
"bleomycin","antabuse"
"tiredness","calan"
"proteinuria","diabetes"
"glaucoma","headache"
"albumin","heparin"
"catatonia","lethargy"
"meningism","hyperesthesia"
"hepatitis","hepatomegaly"
"atherosclerosis","angina"
"hematemesis","vomiting"
"fibrillation","angina"
"hypersomnolence","snoring"
"uremia","nausea"
"cromolyn","prednisolone"
"influenzae","amantadine"
"iron","iron"
"polyuria","chyluria"
"syncope","weakness"
"neuropathy","constipation"
"ethanol","alcohol"
"comatose","cataracts"
"coumadin","aspirin"
"hyperemesis","nausea"
"snoring","ethanol"
"bronchitis","loperamide"
"photosensitization","aphonia"
"erythromycin","lidocaine"
"syphilis","dementias"
"schistosomiasis","parasitemia"
"herpes","cholestasis"
"levaquin","avelox"
"nitroglycerine","toprol"
"psoriasis","atherosclerosis"
"mycosis","pain"
"plague","adenitis"
"meningitis","headache"
"anoxia","seizures"
"overeating","seizures"
"cardiomyopathy","angina"
"rheumatism","sleeplessness"
"grimaces","hemiballismus"
"clubbing","garlic"
"photopsia","headache"
"adenitis","stridor"
"hyperacusis","bleomycin"
"myelosuppression","snoring"
"dyslipidemia","lipitor"
"obesity","diabetes"
"meningitis","tuberculosis"
"dermatitis","allergy"
"pallor","aspirin"
"earache","hyperacusis"
"dizziness","atenolol"
"arthralgia","pain"
"vasculitis","hemiplegia"
"drooling","chills"
"snoring","loperamide"
"mycoses","meningitis"
"sluggishness","fatigue"
"syphilis","penicillin"
"anemia","reticulocytosis"
"hemoptysis","coumadin"
"arthralgia","neuralgia"
"rabies","acne"
"psoriasis","arthritis"
"torticollis","erythromycin"
"leukopenia","penicillin"
"constipation","calan"
"agitation","morphine"
"dyslipidemia","hyperlipidemia"
"obesity","snoring"
"constipation","diarrhea"
"epilepsy","hepatomegaly"
"gastroenteritis","dysentery"
"atenolol","lasix"
"encephalitis","headache"
"nocturia","diabetes"
"appendicitis","peritonitis"
"angina","diarrhea"
"anovulation","torticollis"
"hemochromatosis","arthritis"
"ketonuria","insulin"
"enalapril","lisinopril"
"cataracts","pancreatitis"
"dehydration","starvation"
"weakness","cortisone"
"angina","dyspnea"
"allopurinol","colchicine"
"pain","morphine"
"nocturia","ethanol"
"myositis","myopathy"
"hemoglobinopathy","pain"
"hyperoxia","anoxia"
"hemophilia","thromboembolism"
"deafness","ataxia"
"epilepsy","alcohol"
"peritonitis","ataxia"
"rheumatism","tylenol"
"anosmia","digoxin"
"agranulocytosis","anemia"
"syncope","atenolol"
